Unsorted Searching


Sequential Search
Item, Running Time, Numer of comparisons
11973, 11523, 1145
12118, 11734, 1158
12250, 12083, 1171
12370, 11873, 1184
12471, 12013, 1197
12600, 12153, 1210
12734, 12641, 1223
12865, 12362, 1236
12992, 12501, 1249
13158, 12571, 1262
13283, 13060, 1275
13440, 12781, 1288

Max numer of comparisons, average comparisons,Max running time in nano seconds, Max running time in milli seconds, average time in nanos
1288, 644, 13060,0, 7183


AVL Search
Item, Running Time, Numer of comparisons
4, 1537, 10
131, 1466, 9
290, 1536, 10
432, 1397, 7
578, 1467, 10
711, 1537, 9
859, 1536, 10
981, 1397, 8
1103, 1467, 10
1273, 1467, 9
1379, 1467, 10
1497, 1397, 6
1603, 1397, 10
1785, 1466, 9
1933, 1537, 10
2079, 1397, 8
2204, 1397, 10
2346, 1397, 9
2463, 1467, 10
2586, 1327, 7
2721, 1536, 10
2880, 1117, 9
3013, 1118, 10
3149, 1048, 8
3321, 1397, 10
3430, 1467, 9
3547, 1467, 10
3667, 1327, 5
3783, 1397, 10
3901, 1396, 9
4026, 1467, 10
4179, 1327, 8
4337, 1467, 10
4457, 1466, 9
4580, 1397, 10
4720, 1327, 7
4875, 1397, 10
4975, 1466, 9
5096, 1397, 10
5239, 1397, 8
5343, 1536, 10
5488, 1467, 9
5629, 1467, 10
5762, 1396, 6
5903, 1466, 10
6041, 1397, 9
6155, 1537, 10
6302, 1396, 8
6427, 1397, 10
6559, 1397, 9
6724, 1536, 10
6880, 1327, 7
7014, 1397, 10
7139, 1397, 9
7290, 1397, 10
7416, 1397, 8
7540, 1397, 10
7670, 1467, 9
7811, 1466, 10
7948, 1257, 2
8129, 1537, 10
8293, 1327, 9
8399, 1397, 10
8544, 1396, 8
8680, 1048, 10
8809, 1397, 9
8982, 1397, 10
9113, 1397, 7
9283, 1396, 10
9388, 1537, 10
9518, 1467, 11
9650, 1397, 9
9785, 1397, 11
9899, 1467, 10
9994, 1467, 11
10133, 1397, 7
10259, 1467, 11
10351, 1467, 10
10476, 1466, 11
10658, 1467, 9
10809, 1467, 11
10968, 1467, 10
11099, 1397, 11
11267, 1396, 8
11400, 1537, 12
11537, 1467, 11
11689, 1466, 12
11842, 1397, 10
11973, 1467, 12
12118, 1606, 11
12250, 1396, 12
12370, 1397, 7
12471, 1537, 13
12600, 1466, 12
12734, 1467, 14
12865, 1466, 12
12992, 1467, 14
13158, 1467, 13
13283, 1396, 15
13440, 908, 13

Max numer of comparisons, average comparisons,Max running time in nano seconds, Max running time in milli seconds, average time in nanos
15, 9, 1606,0, 1418


Interpolation Search
Item, Running Time, Numer of comparisons
4, 1467, 1
131, 1467, 2
290, 1467, 3
432, 1397, 3
578, 1466, 3
711, 1466, 3
859, 1537, 3
981, 1537, 3
1103, 1537, 3
1273, 1537, 3
1379, 1537, 3
1497, 1537, 2
1603, 1537, 4
1785, 1537, 3
1933, 1467, 3
2079, 1467, 4
2204, 1467, 3
2346, 1467, 4
2463, 1467, 3
2586, 1467, 2
2721, 1467, 2
2880, 1467, 3
3013, 1467, 3
3149, 1397, 3
3321, 1397, 4
3430, 1397, 3
3547, 1397, 3
3667, 1397, 2
3783, 1397, 3
3901, 1467, 3
4026, 1397, 3
4179, 1397, 3
4337, 1327, 2
4457, 1397, 3
4580, 1397, 3
4720, 1397, 3
4875, 1117, 2
4975, 1117, 4
5096, 1397, 3
5239, 1397, 3
5343, 1467, 4
5488, 1467, 4
5629, 1467, 3
5762, 1467, 4
5903, 1466, 3
6041, 1467, 4
6155, 1467, 3
6302, 1397, 3
6427, 1397, 3
6559, 1467, 3
6724, 1467, 3
6880, 1467, 3
7014, 1467, 3
7139, 1467, 4
7290, 1467, 3
7416, 1466, 4
7540, 1466, 4
7670, 1327, 3
7811, 1327, 3
7948, 1397, 3
8129, 1397, 2
8293, 1397, 3
8399, 1397, 2
8544, 1397, 2
8680, 1397, 2
8809, 1397, 2
8982, 1397, 4
9113, 1466, 4
9283, 1466, 3
9388, 1466, 3
9518, 1466, 3
9650, 1466, 3
9785, 1466, 3
9899, 1466, 2
9994, 1048, 3
10133, 1048, 3
10259, 1466, 4
10351, 1537, 5
10476, 1536, 4
10658, 1536, 4
10809, 1397, 3
10968, 1327, 2
11099, 1327, 3
11267, 1327, 3
11400, 1327, 3
11537, 1327, 3
11689, 1327, 3
11842, 1327, 3
11973, 1327, 4
12118, 1327, 4
12250, 1327, 3
12370, 1327, 3
12471, 1327, 2
12600, 1397, 2
12734, 1397, 2
12865, 1327, 2
12992, 1327, 3
13158, 1327, 3
13283, 1327, 2
13440, 1327, 3

Max numer of comparisons, average comparisons,Max running time in nano seconds, Max running time in milli seconds, average time in nanos
5, 3, 1537,0, 1412
Unsorted Searching


Sequential Search
Item, Running Time, Numer of comparisons
7968, 1397, 1
11824, 1467, 14
14943, 1537, 27
2018, 1676, 40
6664, 1746, 53
6152, 1885, 66
1955, 2026, 79
18553, 2235, 92
20299, 2374, 105
5435, 2514, 118
17814, 2584, 131
13235, 2724, 144
18424, 2864, 157
4628, 3003, 170
8484, 3142, 183
23309, 3283, 196
3815, 3282, 209
25652, 3562, 222
8152, 3632, 235
4966, 3771, 248
16920, 3911, 261
10818, 3771, 274
20351, 4121, 287
15168, 4261, 300
19984, 4330, 313
14657, 4470, 326
25831, 4609, 339
10940, 4819, 352
7896, 4889, 365
4989, 4958, 378
10214, 13689, 391
4620, 5517, 404
16388, 6285, 417
2129, 5867, 430
21769, 5867, 443
10032, 5936, 456
9347, 6426, 469
221, 6566, 482
17805, 6565, 495
13659, 6844, 508
658, 7264, 521
23540, 7054, 534
21777, 7194, 547
13206, 7334, 560
1619, 7473, 573
11910, 7334, 586
6252, 7543, 599
13261, 7962, 612
17989, 13339, 625
21857, 7473, 638
14335, 7683, 651
3813, 7683, 664
3933, 8031, 677
18259, 8172, 690
15646, 8381, 703
6713, 8381, 716
12522, 8660, 729
24549, 8730, 742
20136, 1536, 30
8575, 8870, 768
6786, 9009, 781
1572, 9080, 794
16525, 9079, 807
6431, 9289, 820
7068, 1885, 59
10050, 9778, 846
16971, 9638, 859
15193, 9847, 872
25215, 10058, 885
22120, 10197, 898
95, 10196, 911
13413, 10267, 924
21032, 10407, 937
15034, 10546, 950
6817, 10756, 963
17700, 10685, 976
2732, 10965, 989
14636, 10895, 1002
22994, 11314, 1015
799, 11244, 1028
9857, 11523, 1041
6982, 11734, 1054
18023, 11663, 1067
14082, 11803, 1080
1203, 12013, 1093
19846, 11803, 1106
14542, 12222, 1119
19868, 12362, 1132
14045, 12502, 1145
18932, 12642, 1158
1396, 12781, 1171
16978, 12851, 1184
19448, 12990, 1197
4596, 13200, 1210
18716, 13130, 1223
19988, 13409, 1236
5101, 6355, 517
24669, 13759, 1262
18626, 13758, 1275
12829, 13899, 1288

Max numer of comparisons, average comparisons,Max running time in nano seconds, Max running time in milli seconds, average time in nanos
1288, 622, 13899,0, 7620


BST Search
Item, Running Time, Numer of comparisons
7968, 1815, 1
11824, 1327, 5
14943, 1397, 5
2018, 1327, 4
6664, 1466, 11
6152, 1467, 8
1955, 1397, 7
18553, 1466, 12
20299, 1397, 11
5435, 1397, 9
17814, 1467, 14
13235, 1466, 12
18424, 1467, 15
4628, 1397, 10
8484, 1326, 6
23309, 1467, 12
3815, 1397, 7
25652, 1397, 7
8152, 1327, 5
4966, 1397, 9
16920, 1466, 10
10818, 1467, 11
20351, 1047, 13
15168, 1537, 11
19984, 1467, 11
14657, 1537, 10
25831, 1466, 9
10940, 1467, 12
7896, 1467, 9
4989, 1467, 12
10214, 1467, 12
4620, 1396, 11
16388, 1537, 14
2129, 1396, 8
21769, 1536, 13
10032, 1397, 14
9347, 1466, 12
221, 1537, 12
17805, 1536, 17
13659, 1537, 16
658, 1397, 9
23540, 1467, 15
21777, 1466, 14
13206, 1467, 15
1619, 1397, 11
11910, 1466, 11
6252, 1397, 11
13261, 1467, 15
17989, 1536, 16
21857, 1467, 12
14335, 1466, 14
3813, 1327, 8
3933, 1397, 8
18259, 1536, 16
15646, 1536, 14
6713, 1537, 15
12522, 1467, 13
24549, 1536, 15
20136, 1397, 8
8575, 1537, 16
6786, 1466, 16
1572, 1537, 11
16525, 1327, 15
6431, 1536, 14
7068, 1467, 11
10050, 1536, 15
16971, 1467, 11
15193, 1397, 13
25215, 1537, 16
22120, 1536, 14
95, 1537, 13
13413, 1467, 14
21032, 1466, 12
15034, 1048, 11
6817, 1536, 17
17700, 1537, 18
2732, 1466, 6
14636, 1466, 10
22994, 1467, 14
799, 1467, 12
9857, 1467, 13
6982, 1536, 16
18023, 1467, 16
14082, 1536, 13
1203, 1467, 13
19846, 1537, 15
14542, 1466, 18
19868, 1467, 16
14045, 1536, 14
18932, 1537, 13
1396, 1467, 12
16978, 1118, 12
19448, 1676, 15
4596, 1607, 14
18716, 1466, 10
19988, 1537, 16
5101, 1536, 14
24669, 1466, 17
18626, 1467, 15
12829, 1466, 14

Max numer of comparisons, average comparisons,Max running time in nano seconds, Max running time in milli seconds, average time in nanos
18, 12, 1815,0, 1461


AVL Search
Item, Running Time, Numer of comparisons
7968, 1397, 1
11824, 1397, 5
14943, 1467, 7
2018, 1467, 8
6664, 1467, 9
6152, 1397, 7
1955, 1397, 6
18553, 1467, 9
20299, 1397, 6
5435, 1396, 5
17814, 1397, 7
13235, 1536, 10
18424, 1397, 10
4628, 1397, 7
8484, 1466, 8
23309, 1536, 10
3815, 1467, 8
25652, 7123, 10
8152, 1397, 9
4966, 1397, 7
16920, 1397, 9
10818, 1536, 11
20351, 1467, 10
15168, 1467, 9
19984, 1397, 8
14657, 1117, 11
25831, 1187, 11
10940, 1048, 10
7896, 1187, 9
4989, 1467, 9
10214, 1536, 12
4620, 1397, 8
16388, 1467, 10
2129, 1397, 8
21769, 1466, 9
10032, 1397, 8
9347, 1467, 11
221, 1466, 11
17805, 1467, 10
13659, 1397, 9
658, 1396, 9
23540, 1467, 11
21777, 1467, 11
13206, 1466, 11
1619, 1467, 9
11910, 1466, 10
6252, 1467, 8
13261, 1467, 11
17989, 1537, 11
21857, 1466, 10
14335, 1467, 10
3813, 1397, 9
3933, 1397, 9
18259, 1397, 11
15646, 1466, 10
6713, 1537, 10
12522, 1466, 12
24549, 1467, 12
20136, 1327, 7
8575, 1536, 11
6786, 1467, 9
1572, 1467, 10
16525, 1466, 10
6431, 1048, 10
7068, 1327, 7
10050, 1397, 11
16971, 1467, 10
15193, 1467, 11
25215, 1466, 11
22120, 1467, 10
95, 1467, 11
13413, 1466, 11
21032, 1466, 10
15034, 1467, 10
6817, 1466, 10
17700, 1397, 10
2732, 1537, 10
14636, 1466, 11
22994, 1467, 11
799, 1397, 9
9857, 1536, 12
6982, 1467, 10
18023, 1467, 11
14082, 1466, 10
1203, 1537, 11
19846, 1396, 9
14542, 1467, 12
19868, 1467, 11
14045, 1466, 11
18932, 1467, 12
1396, 1397, 10
16978, 1537, 11
19448, 1537, 12
4596, 1466, 10
18716, 1466, 9
19988, 1537, 12
5101, 1466, 9
24669, 1467, 13
18626, 1466, 12
12829, 1537, 11

Max numer of comparisons, average comparisons,Max running time in nano seconds, Max running time in milli seconds, average time in nanos
13, 9, 7123,0, 1494
Unsorted Searching


Sequential Search
Item, Running Time, Numer of comparisons
3, 1257, 1
183, 1607, 15
311, 1187, 29
451, 1816, 43
617, 1886, 57
769, 1956, 71
909, 2095, 85
1038, 2305, 99
1212, 2375, 113
1301, 2514, 127
1446, 2584, 141
1575, 2794, 155
1724, 2933, 169
1896, 3143, 183
2049, 3213, 197
2179, 3352, 211
2317, 3492, 225
2495, 3632, 239
2647, 3911, 253
2796, 3911, 267
2952, 4120, 281
3130, 4261, 295
3268, 4330, 309
3402, 4470, 323
3542, 4610, 337
3701, 4679, 351
3866, 4819, 365
3975, 5029, 379
4121, 4958, 393
4312, 5308, 407
4452, 5448, 421
4599, 5587, 435
4746, 5797, 449
4918, 6007, 463
5080, 6007, 477
5224, 6146, 491
5394, 6355, 505
5547, 6286, 519
5742, 6565, 533
5852, 6635, 547
5982, 6914, 561
6155, 6984, 575
6291, 7124, 589
6464, 7263, 603
6614, 7403, 617
6789, 7543, 631
6972, 7613, 645
7104, 15435, 659
7248, 8311, 673
7427, 8660, 687
7568, 8870, 701
7698, 9009, 715
7797, 9079, 729
7955, 9219, 743
8092, 9359, 757
8235, 9428, 771
8374, 9638, 785
8494, 9778, 799
8629, 9918, 813
8754, 10057, 827
8882, 10336, 841
9018, 10337, 855
9125, 9918, 869
9251, 9987, 883
9376, 10127, 897
9551, 10406, 911
9713, 10406, 925
9875, 10476, 939
10016, 10686, 953
10162, 10825, 967
10302, 11035, 981
10447, 11034, 995
10589, 11315, 1009
10737, 11314, 1023
10905, 11524, 1037
11057, 11664, 1051
11220, 11733, 1065
11346, 11943, 1079
11499, 12012, 1093
11644, 12083, 1107
11827, 12432, 1121
11997, 12432, 1135
12101, 12571, 1149
12261, 12571, 1163
12400, 12781, 1177
12526, 13060, 1191
12684, 13131, 1205
12845, 13270, 1219
12963, 13410, 1233
13098, 13480, 1247
13249, 13619, 1261
13381, 13759, 1275
13479, 13968, 1289
13586, 14108, 1303
13742, 14318, 1317
13876, 14387, 1331
13982, 14527, 1345
14160, 14597, 1359
14321, 14806, 1373
14463, 14876, 1387

Max numer of comparisons, average comparisons,Max running time in nano seconds, Max running time in milli seconds, average time in nanos
1387, 694, 15435,0, 8282


Binary Search
Item, Running Time, Numer of comparisons
3, 1607, 10
183, 1467, 8
311, 1467, 9
451, 1327, 5
617, 1466, 10
769, 1537, 10
909, 1536, 10
1038, 1467, 10
1212, 1466, 11
1301, 1397, 11
1446, 1536, 11
1575, 1467, 9
1724, 1397, 8
1896, 1467, 10
2049, 1536, 10
2179, 1466, 11
2317, 1467, 11
2495, 1467, 11
2647, 1466, 9
2796, 1467, 8
2952, 1467, 9
3130, 1397, 7
3268, 1467, 10
3402, 1537, 10
3542, 1467, 10
3701, 1536, 10
3866, 1397, 8
3975, 1397, 9
4121, 1397, 5
4312, 1396, 10
4452, 1467, 10
4599, 1467, 10
4746, 1537, 10
4918, 1117, 11
5080, 1188, 11
5224, 1466, 11
5394, 1467, 9
5547, 1467, 8
5742, 1466, 10
5852, 1537, 10
5982, 1397, 11
6155, 1536, 11
6291, 1467, 11
6464, 1466, 9
6614, 1397, 8
6789, 1467, 9
6972, 1397, 7
7104, 1536, 10
7248, 1466, 10
7427, 1048, 10
7568, 1536, 10
7698, 1396, 8
7797, 1467, 9
7955, 1397, 5
8092, 1467, 10
8235, 1397, 10
8374, 1467, 10
8494, 1467, 10
8629, 1466, 11
8754, 1467, 11
8882, 1467, 11
9018, 1396, 9
9125, 1467, 8
9251, 1537, 10
9376, 1467, 10
9551, 1467, 11
9713, 1536, 11
9875, 1536, 11
10016, 1397, 9
10162, 1397, 8
10302, 1467, 9
10447, 1397, 7
10589, 1467, 10
10737, 1536, 10
10905, 1537, 10
11057, 1467, 10
11220, 1396, 8
11346, 1467, 9
11499, 1327, 5
11644, 1536, 10
11827, 1537, 10
11997, 1396, 10
12101, 1467, 10
12261, 2095, 11
12400, 1537, 11
12526, 1537, 11
12684, 1606, 9
12845, 1466, 8
12963, 1467, 9
13098, 1397, 6
13249, 1467, 10
13381, 1536, 10
13479, 1467, 10
13586, 1466, 10
13742, 1607, 11
13876, 1537, 11
13982, 1467, 11
14160, 1467, 9
14321, 1536, 8
14463, 1467, 9

Max numer of comparisons, average comparisons,Max running time in nano seconds, Max running time in milli seconds, average time in nanos
11, 9, 2095,0, 1466


BST Search
Item, Running Time, Numer of comparisons
3, 5937, 1
183, 5797, 15
311, 10058, 29
451, 2025, 43
617, 2026, 57
769, 2025, 71
909, 2235, 85
1038, 13759, 99
1212, 2514, 113
1301, 3632, 127
1446, 2724, 141
1575, 3283, 155
1724, 3073, 169
1896, 3073, 183
2049, 3282, 197
2179, 3422, 211
2317, 3562, 225
2495, 3772, 239
2647, 4540, 253
2796, 3911, 267
2952, 3981, 281
3130, 4190, 295
3268, 4330, 309
3402, 4470, 323
3542, 4540, 337
3701, 4679, 351
3866, 4819, 365
3975, 4959, 379
4121, 5099, 393
4312, 5238, 407
4452, 5378, 421
4599, 5448, 435
4746, 4958, 449
4918, 5518, 463
5080, 5587, 477
5224, 5657, 491
5394, 5867, 505
5547, 5936, 519
5742, 6006, 533
5852, 6146, 547
5982, 6286, 561
6155, 6495, 575
6291, 6565, 589
6464, 6704, 603
6614, 6845, 617
6789, 6984, 631
6972, 7124, 645
7104, 7193, 659
7248, 7333, 673
7427, 7543, 687
7568, 7613, 701
7698, 7752, 715
7797, 8032, 729
7955, 7962, 743
8092, 8241, 757
8235, 8241, 771
8374, 8520, 785
8494, 8521, 799
8629, 8730, 813
8754, 8800, 827
8882, 9079, 841
9018, 9009, 855
9125, 9359, 869
9251, 9219, 883
9376, 9498, 897
9551, 9498, 911
9713, 9847, 925
9875, 9778, 939
10016, 9987, 953
10162, 10057, 967
10302, 10336, 981
10447, 10057, 995
10589, 10616, 1009
10737, 10406, 1023
10905, 10825, 1037
11057, 10755, 1051
11220, 11175, 1065
11346, 10965, 1079
11499, 11454, 1093
11644, 11175, 1107
11827, 11733, 1121
11997, 11524, 1135
12101, 11873, 1149
12261, 11733, 1163
12400, 12152, 1177
12526, 11943, 1191
12684, 12432, 1205
12845, 12292, 1219
12963, 15575, 1233
13098, 12432, 1247
13249, 12920, 1261
13381, 12711, 1275
13479, 13130, 1289
13586, 12991, 1303
13742, 13409, 1317
13876, 13200, 1331
13982, 13759, 1345
14160, 13549, 1359
14321, 14038, 1373
14463, 23117, 1387

Max numer of comparisons, average comparisons,Max running time in nano seconds, Max running time in milli seconds, average time in nanos
1387, 694, 23117,0, 8085


AVL Search
Item, Running Time, Numer of comparisons
3, 1467, 10
183, 1467, 10
311, 1396, 10
451, 1397, 10
617, 1467, 10
769, 1467, 10
909, 1397, 10
1038, 1467, 10
1212, 1467, 10
1301, 1397, 10
1446, 1467, 10
1575, 1467, 10
1724, 1396, 10
1896, 1467, 10
2049, 1397, 10
2179, 1397, 10
2317, 1397, 10
2495, 1397, 10
2647, 1396, 10
2796, 1327, 10
2952, 1117, 10
3130, 1118, 10
3268, 1117, 10
3402, 1467, 10
3542, 1467, 10
3701, 1467, 10
3866, 1396, 10
3975, 1397, 10
4121, 1467, 10
4312, 1467, 10
4452, 1466, 10
4599, 1467, 10
4746, 1467, 10
4918, 1536, 10
5080, 1397, 10
5224, 1396, 10
5394, 1467, 10
5547, 1537, 10
5742, 1467, 10
5852, 1466, 10
5982, 1397, 10
6155, 1397, 10
6291, 1397, 10
6464, 1397, 10
6614, 1396, 10
6789, 1397, 10
6972, 1048, 10
7104, 1467, 10
7248, 1467, 10
7427, 1466, 10
7568, 1397, 10
7698, 1467, 10
7797, 1396, 10
7955, 1397, 10
8092, 1397, 10
8235, 1537, 10
8374, 1467, 10
8494, 1467, 10
8629, 1397, 10
8754, 1397, 10
8882, 1466, 10
9018, 1397, 10
9125, 1537, 10
9251, 1467, 10
9376, 1536, 11
9551, 1467, 11
9713, 1397, 11
9875, 1466, 11
10016, 1466, 11
10162, 1397, 11
10302, 1467, 11
10447, 1466, 11
10589, 1397, 11
10737, 1467, 11
10905, 1467, 12
11057, 1396, 12
11220, 1537, 12
11346, 1466, 12
11499, 1467, 12
11644, 1467, 12
11827, 1397, 12
11997, 1466, 12
12101, 1397, 12
12261, 1467, 12
12400, 1466, 12
12526, 1467, 12
12684, 1048, 12
12845, 1466, 13
12963, 1467, 13
13098, 1467, 13
13249, 1467, 13
13381, 1467, 13
13479, 1466, 13
13586, 1467, 13
13742, 1537, 14
13876, 1537, 14
13982, 1187, 14
14160, 1117, 14
14321, 1467, 15
14463, 1537, 15

Max numer of comparisons, average comparisons,Max running time in nano seconds, Max running time in milli seconds, average time in nanos
15, 10, 1537,0, 1423


Interpolation Search
Item, Running Time, Numer of comparisons
3, 1396, 1
183, 1396, 3
311, 1396, 3
451, 1396, 2
617, 1396, 3
769, 1396, 4
909, 1397, 3
1038, 1397, 3
1212, 1397, 4
1301, 1397, 3
1446, 1397, 3
1575, 1397, 4
1724, 1327, 3
1896, 1397, 2
2049, 1397, 2
2179, 1467, 3
2317, 1467, 4
2495, 1467, 2
2647, 1467, 3
2796, 1467, 3
2952, 1397, 3
3130, 1397, 3
3268, 1467, 3
3402, 1467, 4
3542, 1467, 4
3701, 1397, 3
3866, 1397, 3
3975, 1466, 3
4121, 1466, 3
4312, 1327, 3
4452, 1397, 3
4599, 1397, 3
4746, 1467, 3
4918, 1467, 3
5080, 1397, 3
5224, 1327, 3
5394, 1327, 4
5547, 1537, 5
5742, 1537, 4
5852, 1537, 4
5982, 1466, 3
6155, 1466, 4
6291, 1467, 4
6464, 1467, 4
6614, 1467, 4
6789, 1467, 4
6972, 1397, 3
7104, 1466, 4
7248, 1537, 5
7427, 1537, 4
7568, 1606, 5
7698, 1606, 4
7797, 1466, 4
7955, 1466, 4
8092, 1467, 4
8235, 1467, 3
8374, 1607, 5
8494, 1607, 4
8629, 1607, 4
8754, 1607, 4
8882, 1607, 3
9018, 1607, 4
9125, 1607, 4
9251, 1607, 4
9376, 1607, 3
9551, 1607, 3
9713, 1397, 3
9875, 1537, 4
10016, 1537, 3
10162, 1118, 3
10302, 1537, 5
10447, 1048, 3
10589, 1397, 3
10737, 1467, 4
10905, 1467, 3
11057, 1537, 4
11220, 1537, 4
11346, 1537, 4
11499, 1537, 3
11644, 1397, 3
11827, 1467, 3
11997, 1467, 5
12101, 1467, 3
12261, 1467, 3
12400, 1467, 4
12526, 1467, 3
12684, 1467, 3
12845, 1467, 3
12963, 1467, 4
13098, 1467, 4
13249, 1467, 4
13381, 1467, 4
13479, 1466, 3
13586, 1327, 2
13742, 1327, 2
13876, 1327, 2
13982, 1327, 3
14160, 1327, 3
14321, 1327, 2
14463, 1396, 2

Max numer of comparisons, average comparisons,Max running time in nano seconds, Max running time in milli seconds, average time in nanos
5, 3, 1607,0, 1452
Unsorted Searching


Sequential Search
Item, Running Time, Numer of comparisons
17952, 1327, 1
12738, 1466, 15
15289, 1606, 29
21354, 1746, 43
11850, 2025, 57
9157, 1956, 71
18213, 2026, 85
17617, 2305, 99
20451, 2444, 113
27283, 2654, 127
2583, 2724, 141
10533, 2864, 155
26086, 3003, 169
17006, 3073, 183
4075, 3212, 197
15129, 3353, 211
13083, 3562, 225
23529, 3771, 239
7682, 3912, 253
5544, 3841, 267
26801, 4051, 281
25367, 4190, 295
21746, 4330, 309
15726, 4400, 323
18102, 4540, 337
17175, 4749, 351
26097, 4889, 365
524, 5098, 379
172, 5168, 393
12561, 5308, 407
4742, 5447, 421
16284, 5587, 435
2518, 5797, 449
15872, 5797, 463
5915, 6006, 477
7046, 6076, 491
22229, 6286, 505
26638, 5936, 519
23265, 6426, 533
13016, 6705, 547
13224, 4609, 327
7242, 6915, 575
5580, 7054, 589
20309, 7403, 603
24, 7403, 617
25320, 7543, 631
12275, 7682, 645
14651, 7822, 659
5275, 42603, 673
16893, 4400, 317
19407, 8172, 701
6953, 8381, 715
13142, 8591, 729
17820, 8590, 743
21399, 8800, 757
17148, 8870, 771
24375, 9009, 785
24225, 9219, 799
18370, 9289, 813
10465, 9499, 827
1769, 9638, 841
13136, 9778, 855
25944, 9918, 869
4816, 10127, 883
26577, 1956, 70
15175, 10336, 911
481, 10406, 925
12092, 10546, 939
2256, 10686, 953
9996, 10825, 967
25353, 10965, 981
22321, 11035, 995
16408, 11245, 1009
2643, 11384, 1023
12229, 11454, 1037
4032, 11664, 1051
27247, 11734, 1065
6690, 11943, 1079
8598, 11873, 1093
13444, 19974, 1107
22112, 13969, 1121
23056, 13479, 1135
17607, 13340, 1149
19421, 13689, 1163
18059, 13828, 1177
10922, 13968, 1191
23729, 14108, 1205
2864, 14247, 1219
21543, 14387, 1233
6345, 14527, 1247
623, 14806, 1261
12065, 14876, 1275
20252, 15016, 1289
3093, 15155, 1303
10587, 15435, 1317
20189, 15644, 1331
