Unsorted Searching


Sequential Search
Item, Running Time, Numer of comparisons

Max numer of comparisons, average comparisons,Max running time in nano seconds, Max running time in milli seconds, average time in nanos
15, 11, 1746,0, 1512
Unsorted Searching


Sequential Search
Item, Running Time, Numer of comparisons
13, 1327, 1
363, 1676, 37
705, 2026, 73
1095, 2375, 109
1506, 2654, 145
1897, 3143, 181
2235, 3492, 217
2628, 3842, 253
2997, 4120, 289
3349, 4470, 325
3793, 4819, 361
4248, 5238, 397
4638, 5587, 433
5072, 5866, 469
5485, 6356, 505
5897, 6705, 541
6319, 7053, 577
6710, 7473, 613
7069, 7753, 649
7428, 8031, 685
7803, 8381, 721
8226, 8730, 757
8686, 9080, 793
9036, 9429, 829
9390, 9568, 865
9783, 10127, 901
10198, 10547, 937
10554, 10895, 973
10926, 11314, 1009
11263, 11663, 1045
11644, 11873, 1081
11958, 12362, 1117
12354, 12711, 1153
12741, 12990, 1189
13116, 13340, 1225
13482, 13759, 1261
13809, 14178, 1297
14207, 14457, 1333
14532, 14737, 1369
14876, 15086, 1405
15198, 15435, 1441
15610, 15784, 1477
15984, 16133, 1513
16347, 16553, 1549
16794, 16902, 1585
17185, 25911, 1621
17504, 163289, 1657
17871, 19555, 1693
18270, 27587, 1729
18613, 20254, 1765
18965, 35689, 1801
19345, 21232, 1837
19725, 21302, 1873
20067, 21581, 1909
20531, 22139, 1945
20922, 22419, 1981
21270, 22838, 2017
21639, 23257, 2053
22038, 23536, 2089
22370, 23886, 2125
22752, 24375, 2161
23113, 24794, 2197
23523, 25073, 2233
23910, 70679, 2269
24265, 25911, 2305
24616, 26261, 2341
24982, 26680, 2377
25363, 26959, 2413
25755, 27308, 2449
26100, 27937, 2485
26454, 28216, 2521
26853, 28635, 2557
27253, 28844, 2593
27689, 29473, 2629
28053, 29753, 2665
28423, 30101, 2701
28811, 30451, 2737
29207, 30800, 2773
29586, 85975, 2809
29970, 64254, 2845
30349, 136819, 2881
30718, 77733, 2917
31112, 182356, 2953
31444, 33245, 2989
31882, 159308, 3025
32306, 53149, 3061
32694, 34362, 3097
33099, 34711, 3133
33455, 35060, 3169
33732, 35340, 3205
34146, 35899, 3241
34490, 36038, 3277
34880, 36666, 3313
35218, 37015, 3349
35591, 54406, 3385
36020, 37784, 3421
36382, 38203, 3457
36778, 38413, 3493
37109, 70050, 3529
37422, 39251, 3565

Max numer of comparisons, average comparisons,Max running time in nano seconds, Max running time in milli seconds, average time in nanos
3565, 1783, 182356,0, 28028


Binary Search
Item, Running Time, Numer of comparisons
13, 1606, 11
363, 1606, 12
705, 1466, 10
1095, 1606, 12
1506, 1606, 11
1897, 1676, 12
2235, 1536, 9
2628, 1607, 7
2997, 1606, 11
3349, 1746, 12
3793, 1536, 10
4248, 1536, 12
4638, 1536, 11
5072, 1676, 11
5485, 1606, 12
5897, 1676, 9
6319, 1607, 11
6710, 1677, 12
7069, 1536, 10
7428, 1536, 10
7803, 1606, 12
8226, 1537, 11
8686, 1676, 12
9036, 1606, 8
9390, 1606, 11
9783, 1606, 11
10198, 1606, 12
10554, 1606, 10
10926, 1606, 12
11263, 1607, 11
11644, 1607, 12
11958, 1536, 9
12354, 1536, 7
12741, 1677, 11
13116, 1676, 12
13482, 1467, 10
13809, 1607, 12
14207, 1467, 11
14532, 1537, 11
14876, 1606, 12
15198, 1466, 9
15610, 1536, 11
15984, 1606, 12
16347, 1537, 10
16794, 1536, 10
17185, 1606, 12
17504, 1607, 11
17871, 1606, 12
18270, 1537, 8
18613, 1677, 11
18965, 1536, 11
19345, 1607, 12
19725, 1537, 10
20067, 1607, 12
20531, 1537, 11
20922, 1606, 12
21270, 1536, 9
21639, 1467, 7
22038, 1537, 11
22370, 1606, 12
22752, 1537, 10
23113, 1606, 12
23523, 1606, 11
23910, 1606, 11
24265, 1466, 12
24616, 1536, 9
24982, 1536, 11
25363, 1606, 12
25755, 1536, 10
26100, 1606, 10
26454, 1536, 12
26853, 1536, 11
27253, 1536, 12
27689, 1466, 8
28053, 1606, 11
28423, 1536, 11
28811, 1606, 12
29207, 1467, 10
29586, 1606, 12
29970, 1536, 11
30349, 1606, 12
30718, 1536, 9
31112, 1467, 7
31444, 1537, 11
31882, 1537, 12
32306, 1606, 10
32694, 1606, 12
33099, 1607, 11
33455, 1746, 11
33732, 1536, 12
34146, 1467, 9
34490, 1537, 11
34880, 1536, 12
35218, 1467, 10
35591, 1746, 10
36020, 1257, 12
36382, 1187, 11
36778, 1257, 11
37109, 1537, 12
37422, 1467, 9

Max numer of comparisons, average comparisons,Max running time in nano seconds, Max running time in milli seconds, average time in nanos
12, 10, 1746,0, 1563


BST Search
Item, Running Time, Numer of comparisons
13, 2235, 1
363, 1677, 37
705, 1955, 73
1095, 2235, 109
1506, 2584, 145
1897, 2933, 181
2235, 3003, 217
2628, 3492, 253
2997, 3842, 289
3349, 4190, 325
3793, 4470, 361
4248, 4819, 397
4638, 5169, 433
5072, 5587, 469
5485, 5867, 505
5897, 6147, 541
6319, 6426, 577
6710, 6845, 613
7069, 7123, 649
7428, 7403, 685
7803, 7752, 721
8226, 8172, 757
8686, 8381, 793
9036, 8800, 829
9390, 9080, 865
9783, 9428, 901
10198, 9778, 937
10554, 9987, 973
10926, 10337, 1009
11263, 10686, 1045
11644, 11035, 1081
11958, 11384, 1117
12354, 11314, 1153
12741, 12083, 1189
13116, 12362, 1225
13482, 12641, 1261
13809, 12920, 1297
14207, 13340, 1333
14532, 13689, 1369
14876, 13968, 1405
15198, 14317, 1441
15610, 14667, 1477
15984, 14946, 1513
16347, 15365, 1549
16794, 15644, 1585
17185, 15994, 1621
17504, 16273, 1657
17871, 19207, 1693
18270, 17181, 1729
18613, 17251, 1765
18965, 17600, 1801
19345, 27098, 1837
19725, 19626, 1873
20067, 19975, 1909
20531, 20464, 1945
20922, 20742, 1981
21270, 21092, 2017
21639, 21511, 2053
22038, 26750, 2089
22370, 20603, 2125
22752, 20952, 2161
23113, 21301, 2197
23523, 21651, 2233
23910, 21861, 2269
24265, 21931, 2305
24616, 22140, 2341
24982, 22489, 2377
25363, 22908, 2413
25755, 23118, 2449
26100, 23537, 2485
26454, 23746, 2521
26853, 24096, 2557
27253, 24515, 2593
27689, 24794, 2629
28053, 25073, 2665
28423, 25423, 2701
28811, 25772, 2737
29207, 26121, 2773
29586, 26330, 2809
29970, 26610, 2845
30349, 27029, 2881
30718, 27238, 2917
31112, 27587, 2953
31444, 27937, 2989
31882, 28285, 3025
32306, 28635, 3061
32694, 29054, 3097
33099, 29264, 3133
33455, 29542, 3169
33732, 55873, 3205
34146, 32686, 3241
34490, 33035, 3277
34880, 33384, 3313
35218, 37575, 3349
35591, 31499, 3385
36020, 31848, 3421
36382, 32127, 3457
36778, 32476, 3493
37109, 32825, 3529
37422, 33035, 3565

Max numer of comparisons, average comparisons,Max running time in nano seconds, Max running time in milli seconds, average time in nanos
3565, 1783, 55873,0, 17967


AVL Search
Item, Running Time, Numer of comparisons
13, 1606, 11
363, 1536, 11
705, 1467, 11
1095, 9568, 11
1506, 1606, 11
1897, 2165, 11
2235, 1537, 11
2628, 2096, 11
2997, 2025, 11
3349, 2515, 11
3793, 1536, 11
4248, 1466, 11
4638, 1537, 11
5072, 1537, 11
5485, 1118, 11
5897, 1537, 11
6319, 1536, 11
6710, 1537, 11
7069, 1536, 11
7428, 1467, 11
7803, 1676, 11
8226, 1466, 11
8686, 1537, 11
9036, 1536, 11
9390, 1467, 11
9783, 1536, 11
10198, 1467, 11
10554, 1467, 11
10926, 1536, 11
11263, 1537, 12
11644, 1467, 12
11958, 1466, 12
12354, 1537, 12
12741, 1466, 12
13116, 1537, 12
13482, 1537, 12
13809, 1606, 12
14207, 1536, 12
14532, 1397, 12
14876, 1536, 12
15198, 1467, 12
15610, 1467, 12
15984, 1467, 12
16347, 1606, 12
16794, 1537, 12
17185, 1466, 12
17504, 1467, 12
17871, 1466, 12
18270, 1466, 12
18613, 1537, 12
18965, 1467, 12
19345, 1467, 12
19725, 1467, 12
20067, 1466, 12
20531, 1397, 12
20922, 1467, 12
21270, 1466, 12
21639, 1607, 12
22038, 1397, 12
22370, 1466, 12
22752, 1397, 12
23113, 1467, 12
23523, 1396, 12
23910, 1047, 12
24265, 1537, 12
24616, 1397, 12
24982, 1397, 12
25363, 1467, 12
25755, 1466, 12
26100, 1048, 12
26454, 1467, 12
26853, 1536, 12
27253, 1537, 12
27689, 1536, 12
28053, 1048, 12
28423, 1466, 12
28811, 1537, 12
29207, 1467, 12
29586, 1467, 12
29970, 1467, 13
30349, 1467, 13
30718, 1467, 13
31112, 1536, 13
31444, 1397, 13
31882, 1466, 13
32306, 1536, 13
32694, 1117, 13
33099, 1537, 13
33455, 1537, 13
33732, 1536, 14
34146, 1467, 14
34490, 1466, 14
34880, 1467, 14
35218, 1397, 14
35591, 1466, 14
36020, 1537, 15
36382, 1536, 15
36778, 1537, 16
37109, 1466, 17
37422, 1537, 17

Max numer of comparisons, average comparisons,Max running time in nano seconds, Max running time in milli seconds, average time in nanos
17, 12, 9568,0, 1584


Interpolation Search
Item, Running Time, Numer of comparisons
13, 1467, 1
363, 1606, 3
705, 1466, 5
1095, 1466, 3
1506, 1397, 3
1897, 1327, 2
2235, 1467, 3
2628, 1397, 3
2997, 1396, 3
3349, 1537, 4
3793, 1537, 2
4248, 1467, 3
4638, 1396, 3
5072, 1467, 4
5485, 1467, 4
5897, 1467, 4
6319, 1397, 3
6710, 1467, 4
7069, 1466, 4
7428, 1467, 4
7803, 1467, 4
8226, 1536, 5
8686, 1537, 4
9036, 1537, 4
9390, 1397, 3
9783, 1466, 4
10198, 1537, 4
10554, 1537, 3
10926, 1537, 5
11263, 1467, 3
11644, 1467, 4
11958, 1536, 4
12354, 1397, 3
12741, 1397, 4
13116, 1397, 3
13482, 1397, 4
13809, 1397, 3
14207, 1466, 4
14532, 1466, 4
14876, 1466, 3
15198, 1537, 5
15610, 1396, 3
15984, 1467, 3
16347, 1467, 4
16794, 1467, 4
17185, 1467, 4
17504, 1467, 3
17871, 1467, 3
18270, 1467, 4
18613, 1467, 3
18965, 1467, 4
19345, 1467, 3
19725, 1467, 3
20067, 1466, 3
20531, 1466, 3
20922, 1467, 4
21270, 1466, 4
21639, 1397, 3
22038, 1397, 3
22370, 1397, 4
22752, 1536, 3
23113, 1536, 4
23523, 1397, 3
23910, 1397, 3
24265, 1397, 4
24616, 1397, 3
24982, 1397, 3
25363, 1397, 3
25755, 1397, 3
26100, 1397, 2
26454, 1397, 3
26853, 1397, 2
27253, 1397, 3
27689, 1397, 4
28053, 1537, 4
28423, 1467, 3
28811, 1466, 3
29207, 1467, 3
29586, 1467, 3
29970, 1467, 4
30349, 1467, 3
30718, 1466, 3
31112, 1466, 3
31444, 1397, 3
31882, 1397, 4
32306, 1397, 4
32694, 1397, 3
33099, 1397, 4
33455, 1397, 5
33732, 1396, 3
34146, 1396, 4
34490, 1396, 3
34880, 1396, 4
35218, 1396, 3
35591, 1396, 3
36020, 1396, 3
36382, 1466, 4
36778, 1466, 4
37109, 1467, 3
37422, 1397, 2

Max numer of comparisons, average comparisons,Max running time in nano seconds, Max running time in milli seconds, average time in nanos
5, 3, 1606,0, 1447
Unsorted Searching


Sequential Search
Item, Running Time, Numer of comparisons
13717, 1327, 1
71512, 1746, 37
24035, 2096, 73
37916, 2305, 109
3511, 2724, 145
43445, 3073, 181
47674, 3422, 217
17782, 3702, 253
7420, 4191, 289
28660, 4470, 325
22330, 4819, 361
9994, 5098, 397
17812, 5518, 433
52204, 5867, 469
46138, 6286, 505
58554, 6565, 541
54533, 6984, 577
14566, 7333, 613
47684, 7683, 649
5414, 8171, 685
60840, 8451, 721
59964, 8730, 757
9859, 9149, 793
62867, 9638, 829
6411, 9847, 865
47958, 10127, 901
13175, 10546, 937
58230, 10965, 973
53821, 11245, 1009
18741, 20045, 1045
30583, 13061, 1081
39773, 13409, 1117
24206, 13689, 1153
43628, 13899, 1189
67541, 14318, 1225
36548, 14666, 1261
57782, 15086, 1297
9679, 15644, 1333
65996, 15854, 1369
16694, 16064, 1405
59515, 16622, 1441
26981, 17041, 1477
26198, 17321, 1513
48939, 17739, 1549
29429, 18508, 1585
66945, 18578, 1621
66940, 18927, 1657
55492, 19346, 1693
66708, 19904, 1729
32122, 20044, 1765
4908, 20323, 1801
19596, 20743, 1837
15736, 21162, 1873
58941, 21581, 1909
45396, 21860, 1945
37902, 22209, 1981
44603, 22628, 2017
69471, 22978, 2053
58277, 23397, 2089
3799, 23886, 2125
53757, 23816, 2161
66544, 24584, 2197
9141, 24934, 2233
65008, 25213, 2269
71078, 25632, 2305
22833, 26120, 2341
47546, 26470, 2377
47301, 26889, 2413
13974, 27168, 2449
44899, 27447, 2485
31069, 27867, 2521
35087, 30102, 2557
17243, 28705, 2593
5308, 29194, 2629
29731, 29683, 2665
15412, 29892, 2701
47973, 30381, 2737
61980, 30730, 2773
40125, 31010, 2809
28706, 31429, 2845
44854, 31708, 2881
22044, 32197, 2917
7704, 22140, 1994
23338, 32826, 2989
15450, 33315, 3025
61213, 33454, 3061
50661, 33873, 3097
38533, 34641, 3133
63607, 37366, 3169
11289, 36177, 3205
14961, 35409, 3241
16401, 35968, 3277
24853, 36247, 3313
46654, 36527, 3349
23989, 36946, 3385
63572, 37365, 3421
11549, 37924, 3457
12379, 38203, 3493
13318, 42533, 3529
10951, 41416, 3565

Max numer of comparisons, average comparisons,Max running time in nano seconds, Max running time in milli seconds, average time in nanos
3565, 1773, 42533,0, 20161


BST Search
Item, Running Time, Numer of comparisons
13717, 1397, 1
71512, 1397, 5
24035, 1466, 10
37916, 1467, 10
3511, 1466, 7
43445, 1467, 10
47674, 1467, 15
17782, 1466, 12
7420, 1537, 10
28660, 1467, 10
22330, 1537, 15
9994, 1536, 14
17812, 1536, 13
52204, 1537, 14
46138, 1466, 13
58554, 1537, 14
54533, 1466, 14
14566, 1397, 8
47684, 1606, 18
5414, 1466, 11
60840, 1467, 11
59964, 1467, 14
9859, 1536, 14
62867, 1467, 13
6411, 1537, 14
47958, 1537, 18
13175, 1466, 11
58230, 1537, 15
53821, 1537, 16
18741, 1536, 15
30583, 1606, 17
39773, 1606, 16
24206, 1537, 13
43628, 1467, 14
67541, 1397, 7
36548, 1607, 19
57782, 1536, 14
9679, 1536, 16
65996, 1606, 16
16694, 1537, 15
59515, 1466, 13
26981, 1537, 15
26198, 1536, 18
48939, 1537, 14
29429, 1467, 15
66945, 1536, 13
66940, 1467, 14
55492, 1676, 20
66708, 1537, 13
32122, 1676, 18
4908, 1537, 14
19596, 1606, 15
15736, 1467, 14
58941, 1537, 17
45396, 1606, 18
37902, 1467, 12
44603, 1607, 17
69471, 1536, 14
58277, 1536, 16
3799, 1607, 14
53757, 1607, 17
66544, 1396, 10
9141, 1537, 13
65008, 3562, 14
71078, 1606, 14
22833, 1955, 25
47546, 1607, 16
47301, 2025, 18
13974, 1607, 16
44899, 1606, 19
31069, 1607, 16
35087, 1606, 17
17243, 1536, 13
5308, 1607, 15
29731, 1537, 12
15412, 1606, 16
47973, 1746, 22
61980, 1466, 12
40125, 1676, 18
28706, 1606, 13
44854, 1467, 21
22044, 1676, 18
7704, 1536, 14
23338, 1676, 22
15450, 1607, 19
61213, 1607, 18
50661, 1676, 22
38533, 1536, 15
63607, 1606, 16
11289, 1607, 16
14961, 1676, 18
16401, 1607, 15
24853, 1537, 15
46654, 1466, 13
23989, 1606, 16
63572, 1537, 17
11549, 1467, 10
12379, 1676, 19
13318, 1536, 13
10951, 1607, 17

Max numer of comparisons, average comparisons,Max running time in nano seconds, Max running time in milli seconds, average time in nanos
25, 14, 3562,0, 1573


AVL Search
Item, Running Time, Numer of comparisons
13717, 1955, 3
71512, 1466, 7
24035, 1467, 7
37916, 1467, 9
3511, 1117, 7
43445, 1117, 6
47674, 1537, 9
17782, 1467, 10
7420, 1466, 9
28660, 1397, 9
22330, 1466, 8
9994, 1467, 10
17812, 1466, 11
52204, 1467, 11
46138, 1466, 8
58554, 1537, 12
54533, 1396, 9
14566, 1537, 11
47684, 1536, 12
5414, 1537, 12
60840, 1467, 10
59964, 1466, 9
9859, 1467, 11
62867, 1467, 10
6411, 1536, 12
47958, 1397, 9
13175, 1466, 12
58230, 1537, 12
53821, 1537, 12
18741, 1536, 10
30583, 1536, 13
39773, 1537, 11
24206, 1607, 11
43628, 1188, 9
67541, 1606, 11
36548, 1466, 11
57782, 1467, 11
9679, 1536, 12
65996, 1536, 11
16694, 1537, 12
59515, 1466, 11
26981, 1537, 12
26198, 1607, 13
48939, 1537, 10
29429, 1606, 12
66945, 1466, 10
66940, 1467, 12
55492, 1537, 10
66708, 1466, 11
32122, 1467, 12
4908, 1536, 13
19596, 1537, 10
15736, 1467, 12
58941, 1536, 12
45396, 1467, 10
37902, 1536, 11
44603, 1607, 12
69471, 1536, 12
58277, 1537, 13
3799, 1537, 12
53757, 1537, 13
66544, 1536, 11
9141, 1537, 12
65008, 1537, 11
71078, 1466, 12
22833, 1537, 14
47546, 1466, 13
47301, 1467, 12
13974, 1536, 12
44899, 1467, 10
31069, 1536, 13
35087, 1537, 13
17243, 1536, 13
5308, 1606, 16
29731, 1536, 13
15412, 1467, 12
47973, 1467, 11
61980, 1606, 13
40125, 1607, 12
28706, 1467, 12
44854, 1536, 12
22044, 1537, 12
7704, 1466, 13
23338, 1536, 13
15450, 1467, 14
61213, 1467, 12
50661, 1466, 13
38533, 1537, 12
63607, 1606, 14
11289, 1536, 14
14961, 1467, 12
16401, 1536, 13
24853, 1607, 14
46654, 1607, 13
23989, 1606, 14
63572, 1536, 15
11549, 1746, 11
12379, 1606, 13
13318, 1606, 14
10951, 1537, 14

Max numer of comparisons, average comparisons,Max running time in nano seconds, Max running time in milli seconds, average time in nanos
16, 11, 1955,0, 1511
Unsorted Searching


Sequential Search
Item, Running Time, Numer of comparisons
6, 1327, 1
425, 1746, 38
782, 2166, 75
1169, 2585, 112
1600, 2864, 149
1989, 3282, 186
2395, 3632, 223
2808, 4121, 260
3185, 4470, 297
3632, 4889, 334
3996, 5238, 371
4358, 5657, 408
4770, 6076, 445
5146, 6425, 482
5538, 6705, 519
5909, 7334, 556
6277, 7542, 593
6649, 8032, 630
7011, 8381, 667
7373, 8870, 704
7785, 9220, 741
8124, 9638, 778
8500, 10057, 815
8881, 10197, 852
9310, 10826, 889
9696, 11174, 926
10013, 11454, 963
10456, 12013, 1000
10832, 12432, 1037
11288, 12781, 1074
11681, 13200, 1111
12148, 13619, 1148
12516, 14038, 1185
12897, 14388, 1222
13306, 14667, 1259
13668, 15225, 1296
14061, 15435, 1333
14369, 15854, 1370
14765, 16204, 1407
15157, 16552, 1444
15568, 17041, 1481
15932, 17390, 1518
16317, 17810, 1555
16703, 18019, 1592
17064, 18577, 1629
17401, 18857, 1666
17798, 19276, 1703
18146, 19626, 1740
18559, 20184, 1777
18993, 20463, 1814
19370, 20813, 1851
19750, 21092, 1888
20129, 21651, 1925
20541, 36248, 1962
20984, 22768, 1999
21290, 22978, 2036
21645, 23187, 2073
22070, 23677, 2110
22423, 23956, 2147
22826, 24445, 2184
23281, 24724, 2221
23679, 25073, 2258
24076, 25422, 2295
24486, 25771, 2332
24919, 26051, 2369
25333, 26470, 2406
25717, 27168, 2443
26056, 27238, 2480
26440, 28007, 2517
26891, 28146, 2554
27297, 28634, 2591
27686, 28775, 2628
28079, 29543, 2665
28477, 29962, 2702
28844, 30241, 2739
29177, 30590, 2776
29586, 30800, 2813
30026, 31429, 2850
30472, 31848, 2887
30850, 32127, 2924
31298, 32476, 2961
31727, 32965, 2998
32061, 33384, 3035
32478, 33943, 3072
32818, 34152, 3109
33191, 34641, 3146
33556, 36596, 3183
33882, 35200, 3220
34277, 35829, 3257
34650, 36038, 3294
35077, 36457, 3331
35493, 36947, 3368
35844, 37156, 3405
36296, 37575, 3442
36616, 37784, 3479
36977, 38552, 3516
37371, 38692, 3553
37715, 39181, 3590
38141, 39600, 3627
38565, 39809, 3664

Max numer of comparisons, average comparisons,Max running time in nano seconds, Max running time in milli seconds, average time in nanos
3664, 1832, 39809,0, 20833


Binary Search
Item, Running Time, Numer of comparisons
6, 1537, 11
425, 1537, 10
782, 1536, 12
1169, 1467, 12
1600, 1537, 11
1989, 1676, 12
2395, 1466, 9
2808, 1607, 11
3185, 1537, 12
3632, 1536, 10
3996, 1467, 10
4358, 1606, 12
4770, 1537, 11
5146, 1606, 12
5538, 1397, 6
5909, 1537, 11
6277, 1536, 12
6649, 1607, 12
7011, 1467, 10
7373, 1606, 12
7785, 1537, 11
8124, 1536, 11
8500, 1606, 12
8881, 1048, 8
9310, 1536, 12
9696, 1606, 11
10013, 1537, 10
10456, 1536, 12
10832, 1606, 12
11288, 1537, 11
11681, 1536, 12
12148, 1467, 9
12516, 1607, 11
12897, 1536, 12
13306, 1467, 10
13668, 1536, 10
14061, 1467, 12
14369, 1466, 11
14765, 1606, 12
15157, 1467, 6
15568, 1606, 11
15932, 1606, 12
16317, 1466, 12
16703, 1467, 10
17064, 1606, 12
17401, 1466, 11
17798, 1536, 11
18146, 1606, 12
18559, 1467, 8
18993, 1536, 12
19370, 1607, 11
19750, 1536, 10
20129, 1606, 12
20541, 1537, 12
20984, 1606, 11
21290, 1606, 12
21645, 1467, 9
22070, 1536, 11
22423, 1537, 12
22826, 1537, 10
23281, 1536, 10
23679, 1606, 12
24076, 1467, 11
24486, 1676, 12
24919, 1467, 6
25333, 1536, 11
25717, 1606, 12
26056, 1467, 12
26440, 1467, 10
26891, 1606, 12
27297, 1537, 11
27686, 1537, 11
28079, 1536, 12
28477, 1467, 8
28844, 1466, 12
29177, 1606, 11
29586, 1467, 10
30026, 1537, 12
30472, 1536, 12
30850, 1537, 11
31298, 1607, 12
31727, 1466, 9
32061, 1397, 7
32478, 1536, 11
32818, 1467, 12
33191, 1606, 12
33556, 1537, 10
33882, 1536, 12
34277, 1606, 11
34650, 1607, 12
35077, 1467, 9
35493, 1537, 11
35844, 1467, 11
36296, 1536, 12
36616, 1537, 10
36977, 1536, 12
37371, 1537, 12
37715, 1606, 11
38141, 1536, 12
38565, 1537, 9

Max numer of comparisons, average comparisons,Max running time in nano seconds, Max running time in milli seconds, average time in nanos
12, 10, 1676,0, 1533


BST Search
Item, Running Time, Numer of comparisons
6, 2654, 1
425, 1746, 38
782, 2095, 75
1169, 2514, 112
1600, 2863, 149
1989, 3213, 186
2395, 3702, 223
2808, 3981, 260
3185, 4470, 297
3632, 4749, 334
3996, 5098, 371
4358, 5517, 408
4770, 5866, 445
5146, 6216, 482
5538, 6635, 519
5909, 6984, 556
6277, 7473, 593
6649, 7543, 630
7011, 8101, 667
7373, 8590, 704
7785, 9010, 741
8124, 9359, 778
8500, 9918, 815
8881, 9988, 852
9310, 10616, 889
9696, 10895, 926
10013, 11244, 963
10456, 11594, 1000
10832, 11314, 1037
11288, 12012, 1074
11681, 12501, 1111
12148, 12851, 1148
12516, 13270, 1185
12897, 13619, 1222
13306, 13898, 1259
13668, 14317, 1296
14061, 14318, 1333
14369, 16622, 1370
14765, 15924, 1407
15157, 16064, 1444
15568, 16063, 1481
15932, 16343, 1518
16317, 17181, 1555
16703, 17111, 1592
17064, 17950, 1629
17401, 18019, 1666
17798, 19206, 1703
18146, 18718, 1740
18559, 18648, 1777
18993, 18927, 1814
19370, 19695, 1851
19750, 19695, 1888
20129, 19974, 1925
20541, 20324, 1962
20984, 21162, 1999
21290, 21093, 2036
21645, 21441, 2073
22070, 21720, 2110
22423, 22628, 2147
22826, 22489, 2184
23281, 22838, 2221
23679, 23187, 2258
24076, 23606, 2295
24486, 24305, 2332
24919, 24305, 2369
25333, 24724, 2406
25717, 24934, 2443
26056, 25772, 2480
26440, 25632, 2517
26891, 25981, 2554
27297, 26469, 2591
27686, 27308, 2628
28079, 27099, 2665
28477, 27518, 2702
28844, 27797, 2739
29177, 28844, 2776
29586, 28565, 2813
30026, 28915, 2850
30472, 29263, 2887
30850, 30172, 2924
31298, 29962, 2961
31727, 30241, 2998
32061, 30660, 3035
32478, 600216, 3072
32818, 31359, 3109
33191, 31778, 3146
33556, 461301, 3183
33882, 33594, 3220
34277, 33454, 3257
34650, 34641, 3294
35077, 35270, 3331
35493, 35130, 3368
35844, 38203, 3405
36296, 35060, 3442
36616, 35549, 3479
36977, 35969, 3516
37371, 315682, 3553
37715, 36527, 3590
38141, 38203, 3627
38565, 37994, 3664

Max numer of comparisons, average comparisons,Max running time in nano seconds, Max running time in milli seconds, average time in nanos
3664, 1832, 600216,0, 32257


AVL Search
Item, Running Time, Numer of comparisons
6, 2724, 11
425, 1676, 10
782, 1676, 11
1169, 1536, 7
1600, 1746, 11
1989, 1467, 10
2395, 1466, 11
2808, 1886, 9
3185, 1606, 11
3632, 1536, 10
3996, 1536, 11
4358, 1397, 8
4770, 1466, 11
5146, 1606, 10
5538, 1816, 11
5909, 1606, 9
6277, 1607, 11
6649, 1885, 10
7011, 1676, 11
7373, 1397, 5
7785, 1467, 11
8124, 1536, 10
8500, 1467, 11
8881, 1536, 9
9310, 1537, 11
9696, 1536, 10
10013, 1536, 11
10456, 1467, 8
10832, 1607, 12
11288, 1537, 11
11681, 1466, 12
12148, 1467, 10
12516, 1536, 12
12897, 1606, 11
13306, 1467, 12
13668, 1466, 8
14061, 1606, 12
14369, 1467, 11
14765, 1746, 12
15157, 1537, 10
15568, 1536, 12
15932, 1816, 11
16317, 1606, 12
16703, 1397, 9
17064, 1537, 12
17401, 1607, 11
17798, 1537, 12
18146, 1466, 10
18559, 1467, 12
18993, 1607, 11
19370, 1536, 12
19750, 1397, 7
20129, 1536, 12
20541, 1537, 11
20984, 1467, 12
21290, 1467, 10
21645, 1537, 12
22070, 1537, 11
22423, 1536, 12
22826, 1117, 9
23281, 1537, 12
23679, 1537, 11
24076, 1466, 12
24486, 1467, 10
24919, 1537, 12
25333, 1537, 11
25717, 1536, 12
26056, 1397, 8
26440, 1466, 12
26891, 1467, 11
27297, 1607, 12
27686, 1537, 10
28079, 1536, 12
28477, 1537, 11
28844, 1467, 12
29177, 1397, 9
29586, 1536, 12
30026, 1606, 12
30472, 1467, 13
30850, 1536, 11
31298, 1536, 13
31727, 1467, 12
32061, 1467, 13
32478, 1327, 5
32818, 1537, 13
33191, 1466, 12
33556, 1467, 13
33882, 1466, 12
34277, 1537, 14
34650, 1466, 13
35077, 1607, 15
35493, 1397, 12
35844, 1536, 15
36296, 1537, 14
36616, 1536, 15
36977, 1467, 13
37371, 1537, 16
37715, 1537, 15
38141, 1537, 17
38565, 1397, 13

Max numer of comparisons, average comparisons,Max running time in nano seconds, Max running time in milli seconds, average time in nanos
17, 11, 2724,0, 1541


Interpolation Search
Item, Running Time, Numer of comparisons
6, 1606, 1
425, 1886, 3
782, 1397, 2
1169, 1467, 2
1600, 1467, 4
1989, 2095, 4
2395, 2235, 3
2808, 2235, 4
3185, 1467, 3
3632, 1467, 4
3996, 1467, 3
4358, 2096, 3
4770, 2096, 3
5146, 2096, 5
5538, 2096, 4
5909, 2096, 3
6277, 1606, 4
6649, 1606, 3
7011, 1397, 2
7373, 1397, 3
7785, 1327, 2
8124, 1397, 3
8500, 1467, 3
8881, 1467, 4
9310, 1467, 3
9696, 1467, 4
10013, 1467, 4
10456, 1467, 4
10832, 1467, 4
11288, 1467, 3
11681, 1397, 2
12148, 1536, 4
12516, 1466, 3
12897, 1397, 3
13306, 1397, 3
13668, 1537, 3
14061, 1537, 3
14369, 1467, 3
14765, 1467, 3
15157, 1467, 4
15568, 1467, 3
15932, 1467, 4
16317, 1467, 3
16703, 1467, 4
17064, 1467, 4
17401, 1466, 3
17798, 1466, 4
